1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1024,4,4,1,1,1,1
1,16,128,32768,1024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16384,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,128,128,128,1,1,1
1,1,128,1,1,1,1,1024,1,1024,1,1,8,1,1,1,1,1,1,2,1,2,1,1,1
1,1,2,1,1,1,1,4,1,32768,1,1024,4,64,64,2,2,2,4,2,4,8192,32768,1024,1
1,1,128,2,128,512,2,16384,2,2,1,1,1,64,1,1,1,2,1,2,1,1,1,1,1
1,1,1,1,1,1,16384,1,1,128,1,128,2,2,2,4,4,128,128,128,1,1,1024,1,1
1,1,1,1,1,1,2,4,2,128,1,128,1,1,2,1,1,1,16384,1,1,1,32768,1,1
1,1,1,1,2,2,2,1,1,128,1,128,1,1,64,1,1,1,4,1,1,1,2,1,128
1,1,1,1,128,1,2,2,2,2,1,2,2,1,64,64,4,4,4,1,1,2,2,16384,128
1,1,1,16384,128,1,1,4,1,2,1,1,2,1,1,2,1,1,1,1,128,1,2,1,128
1,1,1,1,128,2,1,1024,4,64,64,64,64,2,2,2,32768,1024,1,1,128,16384,2,16384,128
1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,128,1,2,1,128
1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1024,1,1024,4,2,128,16384,2,2,1
1,1,1,1,1024,1,2,1,1,4,1,2,1,1,1,1,1024,1,1,1,1,1,1,1,1
1,1,1,1,4,2,2,1,1,4,4,2,2,1,1,1,32768,1,1,8,1,4,1,4,1
1,1,1,1,8,1,128,128,128,128,1,1,64,128,128,128,2,1,1024,4,16384,128,128,128,16384
1,1,1,1,1,1,1,32768,1,2,1,16384,64,1,2,1,2,2,1,1,2,1,2,1,2
1,1,1,1,1,1,1,1024,1,64,64,1,64,1,1,1024,1,2,4,4,64,4,4,4,2
1,1,1,1,1,2,1,1,1,1,64,2,2,2,1,4,1,2,1,1,2,1,1,1,64
1,8,1,1,128,128,128,1,1,1,1,1,1,64,64,64,2,16384,2,2,32,2,2,64,64
1024,4,2,2,16384,1,16384,2,2,32768,1024,1,1,2,1,2,1,4,1,1,2,1,1,1,64
1,1,1,1,128,128,128,1,1,1,1,1,1,128,128,128,1,4,4,4,64,4,4,4,2
1,1,1,1,1,2,1,1,1,1,1,1,1,16384,1,16384,1,1,1,1,2,1,4,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1024,4,16384,128,128,128,16384
